asin,product_rating,price,brand
B000TGQ66M,4.142857142857143,47.67,
B000TGT4OS,4.6923076923076925,29.99,
B000TH3ALK,4.416666666666667,29.99,
B000TIBLF6,2.4,249.45,
B000TIDCG2,3.1666666666666665,64.07,
B000TII90G,3.142857142857143,34.99,
B000TJILFS,4.0,8.99,Powerlab
B000TJV9KW,4.194444444444445,259.0,
B000TK5R7C,2.8333333333333335,149.99,
B000TK8ETA,5.0,1.49,
B000TKDRCE,3.3333333333333335,80.76,
B000TKHBDK,4.604575163398692,57.99,
B000TKHGL2,4.242105263157895,49.99,
B000TKHW5M,3.6,159.99,
B000TKIKC6,4.833333333333333,27.99,
B000TKP858,5.0,50.39,Lenmar
B000TL3IPY,4.333333333333333,6.49,
B000TLOFYC,3.8,,
B000TLVMIO,3.838709677419355,24.95,Opteka
B000TLXCDW,4.55,1.78,SanDisk
B000TM5CY8,4.857142857142857,199.0,
B000TM6NFU,3.875,11.19,mediaxpo
B000TM7GO2,4.5,149.99,
B000TME35W,3.2037037037037037,50.99,
B000TMFVU8,4.428571428571429,31.99,
B000TMFYAA,5.0,,
B000TMFYBO,5.0,60.0,
B000TMGBZM,4.8,29.98,Square Deal Recordings and Supplies
B000TMI07O,4.277777777777778,39.99,
B000TMI0GA,2.3333333333333335,71.2,
B000TMI17I,3.7755102040816326,8.98,Belkin Components
B000TMI1E6,4.0,,
B000TMKKPY,4.5,13.48,Square Deal Recordings and Supplies
B000TNAR88,3.7058823529411766,3.95,
B000TNFAQ2,4.523809523809524,25.69,
B000TNZO72,5.0,7.99,
B000TO11SW,3.5,7.99,
B000TO1SMG,4.642857142857143,19.99,
B000TO6ZPQ,3.3333333333333335,4.81,Imagination International Inc.
B000TO8GGW,4.541666666666667,7.29,Imagination International Inc.
B000TPD0BM,5.0,19.98,SanDisk
B000TQ49WU,3.65625,2.25,
B000TQ4D8K,4.613333333333333,99.95,Yamaha
B000TQ6HG6,4.0,,
B000TQ6I88,2.375,,
B000TQB8DS,4.6,16.62,Sony
B000TQCBUW,4.0,89.4,Kenwood
B000TQPTTM,3.5121951219512195,24.95,
B000TQU352,4.4,19.99,
B000TQYZG0,5.0,29.74,
B000TR6NTQ,4.444444444444445,218.95,
B000TR7AIO,4.25,79.99,Tiffen
B000TRCDGS,4.75,35.99,
B000TRMZV6,4.6,9.99,
B000TS7I6C,4.7407407407407405,185.61,
B000TSCL28,3.8333333333333335,1.75,
B000TSUFHQ,5.0,199.99,
B000TSZ51W,4.833333333333333,,
B000TT1FAG,3.4,,
B000TT80DG,4.518518518518518,3.95,Tripp Lite
B000TTCG8Q,3.9166666666666665,5.97,Unknown
B000TTHVYK,4.857142857142857,6.01,
B000TTMEWO,3.0,22.23,BELKIN
B000TTMJ2E,4.857142857142857,32.99,
B000TTQDCG,4.6,11.99,BELKIN
B000TTTJ36,4.094594594594595,13.06,BELKIN
B000TUDOQ8,3.915151515151515,24.99,
B000TUGSC0,4.375,21.07,
B000TUK47U,3.4285714285714284,62.71,Adesso Inc
B000TUMBMQ,3.590909090909091,5.95,
B000TV1O3M,4.8,97.0,
B000TV6X74,4.3076923076923075,97.0,
B000TVSYMQ,4.222222222222222,,
B000TW78AO,4.315789473684211,499.99,
B000TWUR48,4.3076923076923075,43.95,
B000TWZ87Y,3.7142857142857144,19.95,XtremeMac
B000TXEE0K,4.076923076923077,19.3,
B000TXEE14,4.227848101265823,20.0,Kingston
B000TXHE20,4.6,37.95,Olympus
B000TXNS6G,4.8,94.98,Peerless
B000TXRJMK,3.9,19.51,
B000TXVVBA,4.5,52.2,
B000TXZIDM,4.375722543352601,15.02,
B000TY1EES,4.181818181818182,4.99,
B000TYHHGC,4.6,,
B000TYL27M,4.2905982905982905,2.22,Cbus Wireless
B000TYN2PC,4.0,52.9,Raidmax
B000TYPOP8,4.333333333333333,19.99,
B000TYR5R8,3.8,7.05,Cables4PC
B000TYTP3U,4.5,39.36,
B000TZBYHO,4.285714285714286,,
B000U00JPQ,4.2,6.79,
B000U07C1U,4.0310077519379846,108.9,JVC
B000U09ESO,3.8,26.94,Dust-Off
B000U0E08I,4.588235294117647,32.99,SuperMediaStore
B000U0F2QM,3.3846153846153846,160.99,
B000U0HAR6,4.285714285714286,17.99,
B000U0HRJM,4.25,8.9,Media Supply
B000U0HRKG,4.4,12.9,SuperMediaStore
B000U0JYZ2,4.2,,
B000U0S1ZQ,3.1666666666666665,17.27,Petra
B000U0S304,4.7727272727272725,12.95,Arkon
B000U0X6XI,3.0,,
B000U1UQ6W,3.4,5.95,
B000U1YBNQ,4.245614035087719,8.95,
B000U29M6Q,3.5,8.99,
B000U39Q5C,4.333333333333333,1.92,Leviton
B000U39VSY,4.571428571428571,45.99,Leviton
B000U3DY4Q,4.6,39.99,Leviton
B000U3DYH8,3.9,26.6,Leviton
B000U3EDVY,4.25,19.99,
B000U3JR8S,3.652173913043478,73.99,
B000U4SHZQ,2.7,42.99,
B000U5A7O4,5.0,45.45,Fujifilm
B000U5ROY0,3.7333333333333334,,
B000U5ROZE,3.6666666666666665,11.29,
B000U5TUWE,4.388888888888889,15.2,Bracketron
B000U5W4R2,3.4,1.89,
B000U5ZQ7C,3.6,7.81,
B000U62N1S,4.038834951456311,,
B000U652DY,4.6,,
B000U673KY,4.0,1.47,Cables4PC
B000U67NUY,4.625,12.1,Channel Vision
B000U6AHYS,4.019607843137255,,
B000U6AHZW,4.230769230769231,8.99,
B000U6XE7U,4.090909090909091,269.0,
B000U71FUW,4.3,14.95,Sirius Satellite Radio
B000U75N8W,3.8,32.99,
B000U75N9Q,4.8,42.99,
B000U75V02,4.666666666666667,102.31,
B000U78XOS,3.391304347826087,149.99,
B000U7AG34,5.0,4.99,SIB
B000U7GDMC,3.4285714285714284,34.99,
B000U7NGCW,4.166666666666667,179.95,SpeakerCraft
B000U89KGW,4.184210526315789,484.98,valentine one
B000U8HBRW,4.285714285714286,,Canon
B000U8Y88M,4.679245283018868,185.0,Kenko
B000U8YZC6,4.5,,
B000U90DD0,4.3076923076923075,28.01,Western Digital
B000U90GLE,5.0,4.0,Generic
B000U92DLA,4.08,4.0,Sony
B000U92H34,3.9,44.99,Oregon Scientific
B000U92PHW,4.203703703703703,4.98,iKross
B000U94A7U,4.5,7.11,Generic
B000U94KMU,4.318181818181818,4.0,Generic
B000U96EW4,3.9,2.5,Generic
B000U96GF4,4.076923076923077,1.91,Hi-TechSavings
B000U9WU0O,4.0,21.39,
B000U9WVW6,4.0,13.95,
B000U9XMCE,4.27906976744186,,
B000U9ZCQS,4.695652173913044,16.95,
B000U9ZCS6,4.851851851851852,,Samsung
B000UA0JMO,3.3333333333333335,159.0,Leica
B000UAB37Y,4.0,6.95,
B000UB66KC,3.6129032258064515,69.99,
B000UB7WD2,4.017241379310345,26.5,
B000UBKZRC,4.266666666666667,8.95,
B000UC1W3C,2.5714285714285716,67.99,Global Marketing Partners
B000UC26CS,4.5,499.0,
B000UC3CN0,3.130434782608696,94.0,Seagate
B000UC3COY,3.2,52.95,Seagate
B000UC5YSQ,4.555555555555555,499.99,
B000UC7OZW,5.0,59.99,Kingston
B000UC7P0G,5.0,,
B000UC94VE,2.8333333333333335,80.0,Seagate
B000UCAQ1G,3.642857142857143,85.0,Seagate
B000UCELXK,4.083333333333333,25.7,Seagate
B000UCEUQI,4.142857142857143,33.88,Square Perfect
B000UCFM2E,3.2222222222222223,46.26,
B000UCFZAI,4.125,49.97,Square Perfect
B000UCG502,4.125,199.95,Square Perfect
B000UCI258,3.4444444444444446,34.95,Square Perfect
B000UCI4YC,3.923076923076923,48.34,Square Perfect
B000UCOZP4,3.6666666666666665,71.0,Square Perfect
B000UCS10Y,4.363636363636363,59.99,
B000UCZHWO,3.55,125.0,
B000UD205K,3.4642857142857144,46.99,
B000UD3LPI,4.944444444444445,32.67,Tripp Lite
B000UD3NTC,4.5092592592592595,14.84,Tripp Lite
B000UD3ODM,4.777777777777778,26.98,
B000UD4O8Q,5.0,63.85,Tripp Lite
B000UD66BO,4.181818181818182,22.85,Tripp Lite
B000UD679U,4.857142857142857,32.23,Tripp Lite
B000UD6E48,4.277777777777778,58.0,
B000UDBMZE,4.666666666666667,6.95,Aquapac
B000UDCFVY,4.714285714285714,,
B000UDISEW,4.0,7.48,
B000UDUZSE,4.375,,
B000UE50O2,4.418918918918919,60.82,Square Perfect
B000UE8JWM,4.313725490196078,40.09,Targus
B000UEFVHS,3.36,4.5,
B000UEH5HC,4.421052631578948,66.6,
B000UELQPY,4.214285714285714,10.74,
B000UEWJ6O,3.2,,
B000UEZ36W,4.552062868369352,14.36,
B000UF0BWM,3.5555555555555554,97.0,
B000UF24OK,4.055555555555555,25.0,Monster
B000UF28V4,4.3,52.37,
B000UF3DNG,3.8,,
B000UF3FT8,2.514705882352941,54.0,Monster
B000UF4ZZ6,2.2,,
B000UF53I4,3.4,38.44,Monster
B000UF72E2,3.8,14.69,Monster
B000UGLIXC,4.84,12.99,
B000UGPHI4,4.714285714285714,23.95,
B000UGZTQO,4.833333333333333,11.51,National Products
B000UH7X1C,4.2,179.0,Manfrotto
B000UH8I66,4.122448979591836,49.99,
B000UHC01A,4.6,225.0,
B000UHC042,3.2,224.99,
B000UHE8Y2,4.397590361445783,182.0,
B000UHFRN8,4.2,135.0,
B000UHIMG2,4.0,229.0,Sigma
B000UHIMQC,3.2,59.95,
B000UHPVES,2.888888888888889,,
B000UHQVOW,4.401662049861496,3.17,Aftermarket
B000UHQWTG,4.571428571428571,4.5,eForCity
B000UHTST2,4.44,0.32,Aftermarket
B000UHVRE6,4.833333333333333,3.8,Aftermarket
B000UHVSKY,4.2,4.78,Aftermarket
B000UHXHDU,4.833333333333333,2.96,Aftermarket
B000UHXHSK,4.678571428571429,3.04,eForCity
B000UI74C4,4.8,,
B000UIA6YM,4.633663366336633,499.0,
B000UIDCOI,4.8,229.95,Slik
B000UJHDB0,3.4375,25.99,
B000UJN2TW,4.142857142857143,8.47,
B000UKMZ94,4.153846153846154,99.0,
B000UKOB14,4.142857142857143,37.95,
B000UL6KF8,3.75,,
B000ULLN1Y,4.466666666666667,329.99,
B000UMRWCC,3.8666666666666667,439.9,Epson
B000UMX7FI,4.804123711340206,234.0,Manfrotto
B000UMXABE,4.318181818181818,151.67,Kenneth Cole REACTION
B000UMY5W2,2.6,5.99,
B000UN3GXA,4.166666666666667,5.99,
B000UN3VT4,4.6923076923076925,25.69,
B000UN44HW,4.4,,
B000UN7JXS,4.0,499.99,
B000UN8MKM,4.461538461538462,,
B000UN914I,4.363636363636363,,
B000UNLZZ6,4.6,20.73,
B000UNPVO2,4.0,16.24,Cables Unlimited
B000UNRSZM,4.636363636363637,38.56,Kingston
B000UNVNJE,3.8333333333333335,18.78,
B000UNVNJY,4.571428571428571,8.5,
B000UO61HC,4.625,49.18,
B000UO6C5S,4.590322580645161,24.64,C2G
B000UO796Y,4.0,,
B000UO8MZQ,4.117647058823529,5.75,Sabrent
B000UO9KSY,4.153846153846154,44.57,
B000UOAJR0,3.857142857142857,16.39,Coolmax
B000UOBJ5G,3.0,,
B000UOBJ7O,4.416666666666667,189.95,
B000UOBJ9C,4.666666666666667,,
B000UOC3QK,3.938775510204082,13.74,
B000UOC3WY,4.3076923076923075,7.99,
B000UODATY,3.688888888888889,49.99,
B000UODGV6,3.625,299.0,
B000UOMGU8,3.9696969696969697,19.57,Giotto&#39;s
B000UP6MU2,3.5,,
B000UP6RXO,4.75,9.99,
B000UP83QS,2.6,,
B000UPA4R4,5.0,,
B000UPA7CG,3.3333333333333335,7.63,
B000UPA82U,4.051282051282051,70.17,
B000UPBQOO,4.461538461538462,549.95,
B000UPBQQC,4.714285714285714,69.04,
B000UPBTMI,2.272727272727273,62.71,Philips
B000UPJR4A,4.5,49.95,
B000UPV74I,3.909090909090909,8.19,Battery Technology
B000UQ2CGO,4.111111111111111,27.32,Sumdex
B000UQ5RAW,4.333333333333333,142.99,Boyo
B000UQ8KJW,4.333333333333333,5.99,
B000UQCAKW,4.611111111111111,39.99,
B000UQURH0,4.0,,
B000URBQSS,4.85,74.99,
B000US4JKE,5.0,,
B000UTEG3I,3.8333333333333335,124.99,
B000UTFEAW,3.6,7.49,
B000UTIB7A,4.166666666666667,256.04,
B000UTKDG2,4.6,99.0,Boston Acoustics
B000UTMDOC,4.580645161290323,180.13,Dual Electronics
B000UTO27S,3.625,48.99,SOLO
B000UTQOEW,4.142857142857143,6.05,Generic
B000UTUSAI,4.111111111111111,15.99,iSkin
B000UU2VJI,2.625,59.99,
B000UU46W8,2.142857142857143,74.99,
B000UU5TBU,3.6666666666666665,199.44,Asus
B000UU7ZPS,4.209302325581396,79.99,
B000UU7ZTO,3.909090909090909,79.64,
B000UV4AIM,4.296296296296297,22.99,
B000UV4EU6,3.973821989528796,34.99,
B000UV4EUG,4.138461538461539,46.99,
B000UV8CTU,4.055555555555555,139.99,
B000UVBVQ6,4.076923076923077,9.78,
B000UVD8B2,2.9431818181818183,3.48,DekCell
B000UVKE2I,3.8867924528301887,42.95,Jensen
B000UVM0ES,3.4074074074074074,99.95,
B000UVNIA8,3.5714285714285716,99.25,
B000UVWFPM,5.0,26.8,JL Audio
B000UVWIO0,4.833333333333333,293.99,
B000UVZ5TA,4.111111111111111,106.54,
B000UW270Y,4.9,349.0,Definitive Technology
B000UW3DB6,3.76,9.99,
B000UW3DH0,3.125,249.99,
B000UW4RHK,3.0,,
B000UW5SYG,2.75,147.45,
B000UW8CU8,4.25,24.95,
B000UWHZOC,4.538461538461538,3.25,HDE
B000UWI2LC,3.5714285714285716,47.09,
B000UWLID6,4.6,1.54,Cables4PC
B000UWX70S,3.6378600823045266,30.45,Memorex
B000UWYJXM,4.583333333333333,34.99,
B000UWYKOK,4.5,2.96,
B000UWYM5C,3.5588235294117645,18.5,Memorex
B000UX1060,3.6666666666666665,,
B000UXDHNY,4.7,13.69,Fujifilm
B000UXDHOI,4.4,14.99,Fujifilm
B000UXOFSK,3.5,24.95,DiCAPac
B000UXZQ42,3.838235294117647,25.95,Logitech
B000UXZUZC,3.872340425531915,65.94,
B000UY1MB2,4.428571428571429,95.0,
B000UY1OMY,3.8421052631578947,349.99,Logitech
B000UY3NR8,4.0,76.99,
B000UY4VYW,4.4,21.99,
B000UY4YAI,4.266666666666667,14.25,
B000UYYZ0M,2.6666666666666665,95.18,Draper Inc
B000UZ66YO,4.2,11.43,RiteAV
B000UZ66YY,4.258064516129032,7.95,
B000UZA7PI,4.142857142857143,11.05,
B000UZC35K,4.117647058823529,11.95,
B000UZC378,3.9565217391304346,17.95,
B000UZCR56,4.1940298507462686,189.95,
B000UZH7P6,4.682926829268292,23.59,SanDisk
B000UZJ0O2,4.947368421052632,24.99,
B000UZL0YU,4.720670391061453,1.24,SanDisk
B000UZN1EC,3.2,29.88,Memorex
B000UZN2ZK,4.264957264957265,28.95,
B000UZOSM6,4.461538461538462,,
B000UZRF1W,4.357142857142857,19.99,
B000UZRNIW,3.25,24.02,
B000UZS15Q,4.25,13.96,Generic
B000UZVKO0,4.136363636363637,6.21,SanDisk
B000UZVL3K,3.6363636363636362,48.57,Global Marketing Partners
B000UZVPOA,4.428571428571429,24.24,Generic
B000UZXT4E,4.25531914893617,5.99,STAR USA
B000V01RLK,4.607142857142857,87.99,Apple
B000V04RQM,3.4166666666666665,39.99,
B000V06UGM,4.777777777777778,5.25,
B000V06UGW,4.913043478260869,6.59,
B000V06UHQ,4.414285714285715,12.95,
B000V06UI0,5.0,24.99,
B000V06UIK,4.5,25.95,
B000V06UJ4,4.4,8.95,
B000V06ULC,4.75,29.95,
B000V07N9U,4.329032258064516,59.99,
B000V0AHRA,2.909090909090909,30.77,Sabrent
B000V0ANK6,4.5,8.49,Bongo Ties
B000V0APHC,4.444444444444445,7.99,
B000V0BIWI,4.628571428571429,5.17,
B000V0BUWG,3.6666666666666665,11.95,
B000V0BUX0,3.3333333333333335,7.99,
B000V0BV0M,3.5,5.2,
B000V0BV52,4.4222222222222225,16.99,
B000V0BXLE,5.0,,
B000V0DY48,3.857142857142857,12.95,
B000V0DY70,4.75,6.99,
B000V0DY7U,4.566666666666666,4.29,RiteAV
B000V0DY8Y,4.5,24.99,
B000V0ET92,4.606060606060606,5.13,
B000V0ETA6,4.142857142857143,8.99,RiteAV
B000V0G2BK,3.5833333333333335,7.99,
B000V0G2DS,4.125,8.99,
B000V0G2FQ,4.8125,34.95,
B000V0GXLY,4.166666666666667,13.99,
B000V0GXR8,4.434782608695652,9.49,
B000V0IE5M,4.66,5.2,
B000V0IE5W,4.833333333333333,5.25,
B000V0IE66,4.506849315068493,5.99,
B000V0IE6G,4.195121951219512,9.95,
B000V1IFR8,3.088235294117647,44.99,
B000V1JUIG,4.584415584415584,14.95,
B000V1JUJU,4.75,7.99,
B000V1JUKY,4.470588235294118,2.49,RiteAV
B000V1K7FG,4.032258064516129,11.81,PylePro
B000V1LX3Q,4.428571428571429,25.95,RiteAV
B000V1LX40,4.293103448275862,19.95,
B000V1LX4A,4.451612903225806,6.79,
B000V1LX4K,4.24,8.05,
B000V1LX4U,4.695652173913044,8.99,
B000V1LX6S,3.0,0.92,RiteAV
B000V1LX72,4.7,1.34,niceEshop
B000V1MJRA,4.888888888888889,254.94,
B000V1MLBE,3.9816849816849818,369.99,
B000V1MLCI,4.714285714285714,17.12,
B000V1O1EE,4.2,6.49,RiteAV
B000V1O1IU,3.769230769230769,3.48,Generic
B000V1O1J4,3.914285714285714,14.55,
B000V1O1JE,4.0,19.95,
B000V1O1JO,4.6,7.99,
B000V1O1L2,4.857142857142857,4.99,RiteAV
B000V1O1LM,5.0,1.89,RiteAV
B000V1PAWQ,4.680412371134021,1.27,General
B000V1PB02,4.6,3.01,HDMI and MORE
B000V1PB0M,4.0,15.07,
B000V1PB2K,4.4375,6.39,
B000V1PB3O,3.727272727272727,9.99,
B000V1PB48,4.375,6.99,
B000V1R92A,4.4,7.99,
B000V1R92U,4.8,9.99,RiteAV
B000V1R95W,5.0,39.95,RiteAV
B000V1R966,3.3157894736842106,39.99,RiteAV
B000V1R96G,4.694444444444445,9.65,
B000V1R96Q,4.675,12.95,
B000V1R97U,4.7272727272727275,2.75,RiteAV
B000V1RLI2,4.055555555555555,9.7,PylePro
B000V1RLM8,4.75,15.82,Pyramid
B000V1VG2E,4.2631578947368425,469.98,Canon
B000V1VG2O,4.536585365853658,349.99,
B000V1VG4W,4.326086956521739,9.99,
B000V1VG5G,4.232323232323233,499.0,
B000V1XICU,4.329670329670329,59.95,
B000V2BYJI,4.4,54.99,Bose
B000V2FJAS,4.337662337662338,299.0,Bose
B000V2HEGA,4.285714285714286,77.0,Bose
B000V2HENS,4.4,199.0,
B000V2KTU8,4.125,14.95,
B000V2LZOW,4.4,747.97,
B000V2MK8M,4.545454545454546,29.73,
B000V2N31K,4.7272727272727275,399.0,Polk Audio
B000V2NUD6,4.0,13.99,
B000V2OQK2,4.875,324.0,Polk Audio
B000V2OQL6,4.785714285714286,499.0,Polk Audio
B000V2OQM0,5.0,238.0,Polk Audio
B000V2SEX2,4.923076923076923,749.0,Polk Audio
B000V2SEYQ,4.8076923076923075,399.0,Polk Audio
B000V2SEZA,4.842105263157895,384.99,Polk Audio
B000V2SEZU,4.6,359.0,Polk Audio
B000V2UBS8,4.90625,280.0,Polk Audio
B000V3H0OA,4.4,159.9,
B000V3SWXS,4.5,79.99,
B000V4OSMQ,4.8,39.99,
B000V4PYTC,4.083333333333333,44.99,
B000V4PZBO,3.5,79.99,
B000V4PZBY,3.576923076923077,135.0,
B000V4PZCI,3.635294117647059,89.99,
B000V4PZFU,1.9166666666666667,8.47,
B000V4S6Y2,1.8571428571428572,,
B000V4S87W,4.5,86.31,SOLO
B000V4S8A4,2.8947368421052633,,
B000V4S8BS,3.625,79.99,
B000V4TMEU,4.666666666666667,24.15,
B000V4TMWC,2.8636363636363638,149.0,Magellan
B000V4TO7A,4.583333333333333,96.92,SOLO
B000V4URJ4,3.85,25.0,
B000V4VGAI,2.6842105263157894,116.99,
B000V4VGBM,2.761904761904762,189.99,
B000V4VIJW,2.125,199.0,
B000V4X22I,4.461538461538462,119.99,SOLO
B000V4X25A,4.8,79.99,
B000V4X26O,4.0,79.99,
B000V4YPW4,3.0,34.39,Lanzar
B000V4YQGY,4.555555555555555,549.95,
B000V53V82,4.916666666666667,5.99,
B000V58F9M,4.142857142857143,38.69,VideoSecu
B000V58T0C,4.833333333333333,30.08,Tripp Lite
B000V5CVU6,4.416666666666667,14.99,Kingston
B000V5DK2O,3.8333333333333335,9.95,
B000V5FE3W,4.277777777777778,30.22,Patriot
B000V5G4TK,3.5294117647058822,14.99,
B000V5GHME,4.2,24.95,
B000V5K3FG,4.345864661654136,199.0,Canon
B000V5LX00,4.636363636363637,,
B000V5MBOM,4.153846153846154,11.49,
B000V5MBPQ,3.5555555555555554,9.99,
B000V5O640,4.071428571428571,7.96,NG
B000V5P90K,4.761363636363637,888.99,Canon
B000V5P94Q,4.5625,,Canon
B000V5Q6WU,3.4,189.99,
B000V5QAYE,4.0,69.04,
B000V6FKGM,4.722222222222222,13.6,Antec
B000V6GQCE,4.666666666666667,34.99,Sony
B000V6MSRG,3.6808510638297873,6.25,
B000V6R2OU,4.464285714285714,6.49,Cables Unlimited
B000V6R37G,4.285714285714286,6.7,Cables Unlimited
B000V6R4CK,4.857142857142857,3.51,Cables Unlimited
B000V6R4DY,4.583333333333333,2.96,Cables Unlimited
B000V6R4PM,4.75,5.99,
B000V6T41Y,3.75,2.38,Cables Unlimited
B000V6T5HW,4.4,5.49,Cables Unlimited
B000V6T66C,4.461538461538462,2.27,Cables Unlimited
B000V6W7ZY,2.5714285714285716,5.99,Cables Unlimited
B000V6W8E4,4.2727272727272725,0.1,Cables Unlimited
B000V6WASS,4.127659574468085,5.98,Cables Unlimited
B000V6WB3W,2.7142857142857144,31.99,
B000V6WD8A,4.888888888888889,5.79,
B000V6Y2U2,5.0,1.51,Cables Unlimited
B000V6ZTWW,4.2631578947368425,16.37,Cables Unlimited
B000V6ZTZO,4.636363636363637,5.7,Cables Unlimited
B000V71XVM,4.2,14.97,Cables Unlimited
B000V72AQ4,3.3,12.42,StarTech
B000V72M3A,4.909090909090909,162.95,
B000V73MPM,3.2,11.47,
B000V74FMQ,3.7142857142857144,35.0,
B000V75OIK,4.333333333333333,58.0,
B000V7850E,2.7142857142857144,19.99,
B000V7894G,4.2,149.95,
B000V79G0M,4.125,17.12,
B000V7AF8E,4.28932584269663,34.95,Davis &amp; Sanford
B000V7BTW0,4.75,224.0,
B000V7BTWA,5.0,279.99,
B000V7CPJG,2.2222222222222223,41.4,VUPOINT
B000V7ETRM,4.5,8.99,Monster
B000V7H1FO,4.5,239.95,Yamaha
B000V7H1HC,4.285714285714286,4.45,
B000V7H1HM,3.875,349.95,
B000V7H8R0,4.833333333333333,218.95,
B000V8AWFY,4.6,344.66,
B000V8BSA2,4.285714285714286,6.99,
B000V8D0DA,4.571428571428571,319.95,
B000V8RCTS,3.488372093023256,9.99,
B000V8TYZS,4.714285714285714,22.74,Monster
B000V8VW6W,4.526315789473684,54.99,VideoSecu
B000V8WO1Y,3.5714285714285716,10.99,
B000V8XR1U,2.4,,
B000V9D5LG,4.25,299.0,Canon
B000V9GCP2,5.0,,
B000V9HZDA,4.666666666666667,47.32,
B000V9M8R8,3.888888888888889,57.11,
B000V9NU2A,4.464285714285714,159.95,
B000V9NU3E,4.6,75.99,
B000V9RL3Y,4.4,149.95,
B000V9RL6G,4.363636363636363,75.99,
B000V9T2JA,4.564102564102564,75.99,
B000V9USBG,4.571428571428571,155.59,
B000V9Z1T0,3.888888888888889,71.0,
B000V9ZDFW,4.166666666666667,,
B000VA2EEO,3.357142857142857,40.19,Targus
B000VA3SYE,4.166666666666667,288.99,Sony
B000VA3TRA,4.571428571428571,1.99,Griffin Technology
B000VA4CK8,4.098591549295775,24.95,XShot
B000VABP9Y,4.714285714285714,,
B000VABPA8,4.578947368421052,129.99,
B000VABPAI,4.75,73.0,
B000VACI0Y,5.0,149.95,Acratech
B000VADPHY,3.8333333333333335,43.99,Insignia
B000VAH8O0,2.857142857142857,49.99,
B000VAH8OU,4.0,34.99,
B000VAIMF4,4.684210526315789,148.95,
B000VAKHKM,4.428571428571429,,
B000VAKI5Q,4.7272727272727275,2.78,
B000VAKI60,4.84375,34.99,
B000VAWW96,4.4,68.65,
B000VB21XW,4.0,45.33,
B000VB3M08,2.0,,
B000VB5MZG,2.7142857142857144,90.99,
B000VB6U1Q,3.9166666666666665,54.49,
B000VB6VOC,2.6,399.95,
B000VB7EFW,4.0,79.99,
B000VBASYQ,4.363636363636363,12.19,PylePro
B000VBFSN2,4.111111111111111,17.9,Pyramid
B000VBMNVM,4.142857142857143,8.99,
B000VBZWZ6,4.588235294117647,26.0,Dell
B000VC7EVU,3.0,95.0,
B000VC857C,4.0,4.99,
B000VCFF5M,3.8333333333333335,,
B000VCHII4,3.5714285714285716,,
B000VCTHM4,3.210526315789474,4.06,Generic
B000VCYR24,3.533333333333333,4.22,eForCity
B000VD5PEM,3.7777777777777777,289.0,
B000VD7ED2,4.0,47.16,Panasonic
B000VD7SGK,2.6666666666666665,50.02,Scosche
B000VDACR2,4.2,5.95,
B000VDB0UU,5.0,47.99,
B000VDCGBC,3.6,,
B000VDCT14,5.0,,
B000VDCT3C,4.707602339181286,,Nikon
B000VDCTCI,4.746666666666667,,Nikon
B000VDF5RO,4.602941176470588,225.0,Nikon
B000VDF5VK,4.461538461538462,9.95,Nikon
B000VDG0UK,4.285714285714286,155.26,
B000VDL8GG,4.4,49.95,
B000VDLA5A,4.777777777777778,2.65,StarTech
B000VDNC9M,4.125,250.0,
B000VDPBXM,4.666666666666667,44.85,StarTech
B000VDPCT0,4.1923076923076925,3.74,Creative Labs
B000VDQAU0,4.714285714285714,122.0,
B000VDR78E,4.6,13.2,Wilson Electronics
B000VE0ME4,3.6222222222222222,6.99,Sabrent
B000VE1WWU,3.888888888888889,6.99,Sabrent
B000VE2RP6,4.5701754385964914,64.99,Patriot
B000VE2RQA,3.857142857142857,60.56,
B000VE3R9G,3.230769230769231,4.99,Sabrent
B000VE4C86,3.8,,
B000VE4CFY,4.428571428571429,419.0,HP
B000VE4MM2,3.34,34.44,
B000VE4PNS,4.313725490196078,29.99,
B000VE5GKO,4.4,134.99,
B000VE6IOW,4.2,3.9,
B000VE77T2,4.333333333333333,,
B000VE7GQQ,4.142857142857143,4.6,Sabrent
B000VE7S9Q,4.136363636363637,3.39,
B000VE8BKQ,3.5,24.26,
B000VEAZ8M,4.142857142857143,8.49,
B000VEHT7W,3.888888888888889,71.2,
B000VEHTLS,3.36,69.0,
B000VEHTW2,4.5625,77.99,
B000VEJEMK,4.857142857142857,349.99,
B000VELC52,3.7142857142857144,62.99,
B000VELEZA,3.2,7.95,
B000VEMJFY,3.7777777777777777,94.47,
B000VEMNQO,4.333333333333333,29.46,
B000VEMNRS,3.3666666666666667,45.88,Plantronics
B000VEMNSM,4.0,17.38,
B000VEOIDK,4.7272727272727275,7.79,SIIG
B000VEOIEO,4.470588235294118,7.95,
B000VEP3XO,4.333333333333333,128.99,Rocketfish
B000VEPC4O,4.545454545454546,7.33,
B000VEUU5U,3.7142857142857144,59.99,
B000VF94DI,4.75,24.99,
B000VG2KBU,3.263157894736842,,
B000VG802I,3.6206896551724137,117.35,ION Audio
B000VGTQAI,4.0,,
B000VGUCTM,4.666666666666667,4.63,Cable Showcase
B000VH81IK,5.0,3.22,
B000VHDBDK,3.6,5.49,
B000VHQA6U,3.793103448275862,14.95,
B000VHRDUW,3.642857142857143,97.0,
B000VHUE0S,3.6511627906976742,49.0,
B000VI2HT8,4.238095238095238,46.79,O2 Cool
B000VI363Y,4.357142857142857,56.99,
